"Geo Code","Geo Name","Line Number"
"2021A0011N9J","N9J",1792898
"2021A0011N9K","N9K",1794522
"2021A0011N9V","N9V",1796146
"2021A0011N9Y","N9Y",1797770
"2021A0011P0A","P0A",1799394
"2021A0011P0B","P0B",1801018
"2021A0011P0C","P0C",1802642
"2021A0011P0E","P0E",1804266
"2021A0011P0G","P0G",1805890
"2021A0011P0H","P0H",1807514
"2021A0011P0J","P0J",1809138
"2021A0011P0K","P0K",1810762
"2021A0011P0L","P0L",1812386
"2021A0011P0M","P0M",1814010
"2021A0011P0N","P0N",1815634
"2021A0011P0P","P0P",1817258
"2021A0011P0R","P0R",1818882
"2021A0011P0S","P0S",1820506
"2021A0011P0T","P0T",1822130
"2021A0011P0V","P0V",1823754
"2021A0011P0W","P0W",1825378
"2021A0011P0X","P0X",1827002
"2021A0011P0Y","P0Y",1828626
"2021A0011P1A","P1A",1830250
"2021A0011P1B","P1B",1831874
"2021A0011P1C","P1C",1833498
"2021A0011P1H","P1H",1835122
"2021A0011P1L","P1L",1836746
"2021A0011P1P","P1P",1838370
"2021A0011P2A","P2A",1839994
"2021A0011P2B","P2B",1841618
"2021A0011P2N","P2N",1843242
"2021A0011P3A","P3A",1844866
"2021A0011P3B","P3B",1846490
"2021A0011P3C","P3C",1848114
"2021A0011P3E","P3E",1849738
"2021A0011P3G","P3G",1851362
"2021A0011P3L","P3L",1852986
"2021A0011P3N","P3N",1854610
"2021A0011P3P","P3P",1856234
"2021A0011P3Y","P3Y",1857858
"2021A0011P4N","P4N",1859482
"2021A0011P4P","P4P",1861106
"2021A0011P4R","P4R",1862730
"2021A0011P5A","P5A",1864354
"2021A0011P5E","P5E",1865978
"2021A0011P5N","P5N",1867602
"2021A0011P6A","P6A",1869226
"2021A0011P6B","P6B",1870850
"2021A0011P6C","P6C",1872474
"2021A0011P7A","P7A",1874098
"2021A0011P7B","P7B",1875722
"2021A0011P7C","P7C",1877346
"2021A0011P7E","P7E",1878970
"2021A0011P7G","P7G",1880594
"2021A0011P7J","P7J",1882218
"2021A0011P7K","P7K",1883842
"2021A0011P7L","P7L",1885466
"2021A0011P8N","P8N",1887090
"2021A0011P8T","P8T",1888714
"2021A0011P9A","P9A",1890338
"2021A0011P9N","P9N",1891962
"2021A0011R0A","R0A",1893586
"2021A0011R0B","R0B",1895210
"2021A0011R0C","R0C",1896834
"2021A0011R0E","R0E",1898458
"2021A0011R0G","R0G",1900082
"2021A0011R0H","R0H",1901706
"2021A0011R0J","R0J",1903330
"2021A0011R0K","R0K",1904954
"2021A0011R0L","R0L",1906578
"2021A0011R0M","R0M",1908202
"2021A0011R1A","R1A",1909826
"2021A0011R1B","R1B",1911450
"2021A0011R1C","R1C",1913074
"2021A0011R1N","R1N",1914698
"2021A0011R2C","R2C",1916322
"2021A0011R2E","R2E",1917946
"2021A0011R2G","R2G",1919570
"2021A0011R2H","R2H",1921194
"2021A0011R2J","R2J",1922818
"2021A0011R2K","R2K",1924442
"2021A0011R2L","R2L",1926066
"2021A0011R2M","R2M",1927690
"2021A0011R2N","R2N",1929314
"2021A0011R2P","R2P",1930938
"2021A0011R2R","R2R",1932562
"2021A0011R2V","R2V",1934186
"2021A0011R2W","R2W",1935810
"2021A0011R2X","R2X",1937434
"2021A0011R2Y","R2Y",1939058
"2021A0011R3A","R3A",1940682
"2021A0011R3B","R3B",1942306
"2021A0011R3C","R3C",1943930
"2021A0011R3E","R3E",1945554
"2021A0011R3G","R3G",1947178
"2021A0011R3H","R3H",1948802
"2021A0011R3J","R3J",1950426
"2021A0011R3K","R3K",1952050
"2021A0011R3L","R3L",1953674
"2021A0011R3M","R3M",1955298
"2021A0011R3N","R3N",1956922
"2021A0011R3P","R3P",1958546
"2021A0011R3R","R3R",1960170
"2021A0011R3S","R3S",1961794
"2021A0011R3T","R3T",1963418
"2021A0011R3V","R3V",1965042
"2021A0011R3W","R3W",1966666
"2021A0011R3X","R3X",1968290
"2021A0011R3Y","R3Y",1969914
"2021A0011R4A","R4A",1971538
"2021A0011R4G","R4G",1973162
"2021A0011R4H","R4H",1974786
"2021A0011R4J","R4J",1976410
"2021A0011R4K","R4K",1978034
"2021A0011R4L","R4L",1979658
"2021A0011R5A","R5A",1981282
"2021A0011R5G","R5G",1982906
"2021A0011R5H","R5H",1984530
"2021A0011R5J","R5J",1986154
"2021A0011R5K","R5K",1987778
"2021A0011R5L","R5L",1989402
"2021A0011R5M","R5M",1991026
"2021A0011R5N","R5N",1992650
"2021A0011R5P","R5P",1994274
"2021A0011R5R","R5R",1995898
"2021A0011R5T","R5T",1997522
"2021A0011R6M","R6M",1999146
"2021A0011R6W","R6W",2000770
"2021A0011R7A","R7A",2002394
"2021A0011R7B","R7B",2004018
"2021A0011R7C","R7C",2005642
"2021A0011R7N","R7N",2007266
"2021A0011R8A","R8A",2008890
"2021A0011R8N","R8N",2010514
"2021A0011R9A","R9A",2012138
"2021A0011S0A","S0A",2013762
"2021A0011S0C","S0C",2015386
"2021A0011S0E","S0E",2017010
"2021A0011S0G","S0G",2018634
"2021A0011S0H","S0H",2020258
"2021A0011S0J","S0J",2021882
"2021A0011S0K","S0K",2023506
"2021A0011S0L","S0L",2025130
"2021A0011S0M","S0M",2026754
"2021A0011S0N","S0N",2028378
"2021A0011S0P","S0P",2030002
"2021A0011S2V","S2V",2031626
"2021A0011S3N","S3N",2033250
"2021A0011S4A","S4A",2034874
"2021A0011S4H","S4H",2036498
"2021A0011S4K","S4K",2038122
"2021A0011S4L","S4L",2039746
"2021A0011S4N","S4N",2041370
"2021A0011S4P","S4P",2042994
"2021A0011S4R","S4R",2044618
"2021A0011S4S","S4S",2046242
"2021A0011S4T","S4T",2047866
"2021A0011S4V","S4V",2049490
"2021A0011S4W","S4W",2051114
"2021A0011S4X","S4X",2052738
"2021A0011S4Y","S4Y",2054362
"2021A0011S4Z","S4Z",2055986
"2021A0011S6H","S6H",2057610
"2021A0011S6J","S6J",2059234
"2021A0011S6K","S6K",2060858
"2021A0011S6V","S6V",2062482
"2021A0011S6W","S6W",2064106
"2021A0011S6X","S6X",2065730
"2021A0011S7A","S7A",2067354
"2021A0011S7B","S7B",2068978
"2021A0011S7C","S7C",2070602
"2021A0011S7H","S7H",2072226
"2021A0011S7J","S7J",2073850
"2021A0011S7K","S7K",2075474
"2021A0011S7L","S7L",2077098
"2021A0011S7M","S7M",2078722
"2021A0011S7N","S7N",2080346
"2021A0011S7P","S7P",2081970
"2021A0011S7R","S7R",2083594
"2021A0011S7S","S7S",2085218
"2021A0011S7T","S7T",2086842
"2021A0011S7V","S7V",2088466
"2021A0011S7W","S7W",2090090
"2021A0011S9A","S9A",2091714
"2021A0011S9H","S9H",2093338
"2021A0011S9V","S9V",2094962
"2021A0011S9X","S9X",2096586
"2021A0011T0A","T0A",2098210
"2021A0011T0B","T0B",2099834
"2021A0011T0C","T0C",2101458
"2021A0011T0E","T0E",2103082
"2021A0011T0G","T0G",2104706
"2021A0011T0H","T0H",2106330
"2021A0011T0J","T0J",2107954
"2021A0011T0K","T0K",2109578
"2021A0011T0L","T0L",2111202
"2021A0011T0M","T0M",2112826
"2021A0011T0P","T0P",2114450
"2021A0011T1A","T1A",2116074
"2021A0011T1B","T1B",2117698
"2021A0011T1C","T1C",2119322
"2021A0011T1G","T1G",2120946
"2021A0011T1H","T1H",2122570
"2021A0011T1J","T1J",2124194
"2021A0011T1K","T1K",2125818
"2021A0011T1L","T1L",2127442
"2021A0011T1M","T1M",2129066
"2021A0011T1P","T1P",2130690
"2021A0011T1R","T1R",2132314
"2021A0011T1S","T1S",2133938
"2021A0011T1V","T1V",2135562
"2021A0011T1W","T1W",2137186
"2021A0011T1X","T1X",2138810
"2021A0011T1Y","T1Y",2140434
"2021A0011T1Z","T1Z",2142058
"2021A0011T2A","T2A",2143682
"2021A0011T2B","T2B",2145306
"2021A0011T2C","T2C",2146930
"2021A0011T2E","T2E",2148554
"2021A0011T2G","T2G",2150178
"2021A0011T2H","T2H",2151802
"2021A0011T2J","T2J",2153426
"2021A0011T2K","T2K",2155050
"2021A0011T2L","T2L",2156674
"2021A0011T2M","T2M",2158298
"2021A0011T2N","T2N",2159922
"2021A0011T2P","T2P",2161546
"2021A0011T2R","T2R",2163170
"2021A0011T2S","T2S",2164794
"2021A0011T2T","T2T",2166418
"2021A0011T2V","T2V",2168042
"2021A0011T2W","T2W",2169666
"2021A0011T2X","T2X",2171290
"2021A0011T2Y","T2Y",2172914
"2021A0011T2Z","T2Z",2174538
"2021A0011T3A","T3A",2176162
"2021A0011T3B","T3B",2177786
"2021A0011T3C","T3C",2179410
"2021A0011T3E","T3E",2181034
"2021A0011T3G","T3G",2182658
"2021A0011T3H","T3H",2184282
"2021A0011T3J","T3J",2185906
"2021A0011T3K","T3K",2187530
"2021A0011T3L","T3L",2189154
"2021A0011T3M","T3M",2190778
"2021A0011T3N","T3N",2192402
"2021A0011T3P","T3P",2194026
"2021A0011T3R","T3R",2195650
"2021A0011T3S","T3S",2197274
"2021A0011T3Z","T3Z",2198898
"2021A0011T4A","T4A",2200522
"2021A0011T4B","T4B",2202146
"2021A0011T4C","T4C",2203770
"2021A0011T4E","T4E",2205394
"2021A0011T4G","T4G",2207018
"2021A0011T4H","T4H",2208642
"2021A0011T4J","T4J",2210266
"2021A0011T4L","T4L",2211890
"2021A0011T4M","T4M",2213514
"2021A0011T4N","T4N",2215138
"2021A0011T4P","T4P",2216762
"2021A0011T4R","T4R",2218386
"2021A0011T4S","T4S",2220010
"2021A0011T4T","T4T",2221634
"2021A0011T4V","T4V",2223258
"2021A0011T4X","T4X",2224882
"2021A0011T5A","T5A",2226506
"2021A0011T5B","T5B",2228130
"2021A0011T5C","T5C",2229754
"2021A0011T5E","T5E",2231378
"2021A0011T5G","T5G",2233002
"2021A0011T5H","T5H",2234626
"2021A0011T5J","T5J",2236250
"2021A0011T5K","T5K",2237874
"2021A0011T5L","T5L",2239498
"2021A0011T5M","T5M",2241122
"2021A0011T5N","T5N",2242746
"2021A0011T5P","T5P",2244370
"2021A0011T5R","T5R",2245994
"2021A0011T5S","T5S",2247618
"2021A0011T5T","T5T",2249242
"2021A0011T5V","T5V",2250866
"2021A0011T5W","T5W",2252490
"2021A0011T5X","T5X",2254114
"2021A0011T5Y","T5Y",2255738
"2021A0011T5Z","T5Z",2257362
"2021A0011T6A","T6A",2258986
"2021A0011T6B","T6B",2260610
"2021A0011T6C","T6C",2262234
"2021A0011T6E","T6E",2263858
"2021A0011T6G","T6G",2265482
"2021A0011T6H","T6H",2267106
"2021A0011T6J","T6J",2268730
"2021A0011T6K","T6K",2270354
"2021A0011T6L","T6L",2271978
"2021A0011T6M","T6M",2273602
"2021A0011T6N","T6N",2275226
"2021A0011T6P","T6P",2276850
"2021A0011T6R","T6R",2278474
"2021A0011T6S","T6S",2280098
"2021A0011T6T","T6T",2281722
"2021A0011T6V","T6V",2283346
"2021A0011T6W","T6W",2284970
"2021A0011T6X","T6X",2286594
"2021A0011T6Y","T6Y",2288218
"2021A0011T7A","T7A",2289842
"2021A0011T7E","T7E",2291466
"2021A0011T7N","T7N",2293090
"2021A0011T7P","T7P",2294714
"2021A0011T7S","T7S",2296338
"2021A0011T7V","T7V",2297962
"2021A0011T7X","T7X",2299586
"2021A0011T7Y","T7Y",2301210
"2021A0011T7Z","T7Z",2302834
"2021A0011T8A","T8A",2304458
"2021A0011T8B","T8B",2306082
"2021A0011T8C","T8C",2307706
"2021A0011T8E","T8E",2309330
"2021A0011T8G","T8G",2310954
"2021A0011T8H","T8H",2312578
"2021A0011T8L","T8L",2314202
"2021A0011T8N","T8N",2315826
"2021A0011T8R","T8R",2317450
"2021A0011T8S","T8S",2319074
"2021A0011T8T","T8T",2320698
"2021A0011T8V","T8V",2322322
"2021A0011T8W","T8W",2323946
"2021A0011T8X","T8X",2325570
"2021A0011T9A","T9A",2327194
"2021A0011T9C","T9C",2328818
"2021A0011T9E","T9E",2330442
"2021A0011T9G","T9G",2332066
"2021A0011T9H","T9H",2333690
"2021A0011T9J","T9J",2335314
"2021A0011T9K","T9K",2336938
"2021A0011T9M","T9M",2338562
"2021A0011T9N","T9N",2340186
"2021A0011T9S","T9S",2341810
"2021A0011T9V","T9V",2343434
"2021A0011T9W","T9W",2345058
"2021A0011T9X","T9X",2346682
"2021A0011V0A","V0A",2348306
"2021A0011V0B","V0B",2349930
"2021A0011V0C","V0C",2351554
"2021A0011V0E","V0E",2353178
"2021A0011V0G","V0G",2354802
"2021A0011V0H","V0H",2356426
"2021A0011V0J","V0J",2358050
"2021A0011V0K","V0K",2359674
"2021A0011V0L","V0L",2361298
"2021A0011V0M","V0M",2362922
"2021A0011V0N","V0N",2364546
"2021A0011V0P","V0P",2366170
"2021A0011V0R","V0R",2367794
"2021A0011V0S","V0S",2369418
"2021A0011V0T","V0T",2371042
"2021A0011V0V","V0V",2372666
"2021A0011V0W","V0W",2374290
"2021A0011V0X","V0X",2375914
"2021A0011V1A","V1A",2377538
"2021A0011V1B","V1B",2379162
"2021A0011V1C","V1C",2380786
"2021A0011V1E","V1E",2382410
"2021A0011V1G","V1G",2384034
"2021A0011V1H","V1H",2385658
"2021A0011V1J","V1J",2387282
"2021A0011V1K","V1K",2388906
"2021A0011V1L","V1L",2390530
"2021A0011V1M","V1M",2392154
"2021A0011V1N","V1N",2393778
"2021A0011V1P","V1P",2395402
"2021A0011V1R","V1R",2397026
"2021A0011V1S","V1S",2398650
"2021A0011V1T","V1T",2400274
"2021A0011V1V","V1V",2401898
"2021A0011V1W","V1W",2403522
"2021A0011V1X","V1X",2405146
"2021A0011V1Y","V1Y",2406770
"2021A0011V1Z","V1Z",2408394
"2021A0011V2A","V2A",2410018
"2021A0011V2B","V2B",2411642
"2021A0011V2C","V2C",2413266
"2021A0011V2E","V2E",2414890
"2021A0011V2G","V2G",2416514
"2021A0011V2H","V2H",2418138
"2021A0011V2J","V2J",2419762
"2021A0011V2K","V2K",2421386
"2021A0011V2L","V2L",2423010
"2021A0011V2M","V2M",2424634
"2021A0011V2N","V2N",2426258
"2021A0011V2P","V2P",2427882
"2021A0011V2R","V2R",2429506
"2021A0011V2S","V2S",2431130
"2021A0011V2T","V2T",2432754
"2021A0011V2V","V2V",2434378
"2021A0011V2W","V2W",2436002
"2021A0011V2X","V2X",2437626
"2021A0011V2Y","V2Y",2439250
"2021A0011V2Z","V2Z",2440874
"2021A0011V3A","V3A",2442498
"2021A0011V3B","V3B",2444122
"2021A0011V3C","V3C",2445746
"2021A0011V3E","V3E",2447370
"2021A0011V3G","V3G",2448994
"2021A0011V3H","V3H",2450618
"2021A0011V3J","V3J",2452242
"2021A0011V3K","V3K",2453866
"2021A0011V3L","V3L",2455490
"2021A0011V3M","V3M",2457114
"2021A0011V3N","V3N",2458738
"2021A0011V3R","V3R",2460362
"2021A0011V3S","V3S",2461986
"2021A0011V3T","V3T",2463610
"2021A0011V3V","V3V",2465234
"2021A0011V3W","V3W",2466858
"2021A0011V3X","V3X",2468482
"2021A0011V3Y","V3Y",2470106
"2021A0011V3Z","V3Z",2471730
"2021A0011V4A","V4A",2473354
"2021A0011V4B","V4B",2474978
"2021A0011V4C","V4C",2476602
"2021A0011V4E","V4E",2478226
"2021A0011V4G","V4G",2479850
"2021A0011V4K","V4K",2481474
"2021A0011V4L","V4L",2483098
"2021A0011V4M","V4M",2484722
"2021A0011V4N","V4N",2486346
"2021A0011V4P","V4P",2487970
"2021A0011V4R","V4R",2489594
"2021A0011V4S","V4S",2491218
"2021A0011V4T","V4T",2492842
"2021A0011V4V","V4V",2494466
"2021A0011V4W","V4W",2496090
"2021A0011V4X","V4X",2497714
"2021A0011V4Z","V4Z",2499338
"2021A0011V5A","V5A",2500962
"2021A0011V5B","V5B",2502586
"2021A0011V5C","V5C",2504210
"2021A0011V5E","V5E",2505834
"2021A0011V5G","V5G",2507458
"2021A0011V5H","V5H",2509082
"2021A0011V5J","V5J",2510706
"2021A0011V5K","V5K",2512330
"2021A0011V5L","V5L",2513954
"2021A0011V5M","V5M",2515578
"2021A0011V5N","V5N",2517202
"2021A0011V5P","V5P",2518826
"2021A0011V5R","V5R",2520450
"2021A0011V5S","V5S",2522074
"2021A0011V5T","V5T",2523698
"2021A0011V5V","V5V",2525322
"2021A0011V5W","V5W",2526946
"2021A0011V5X","V5X",2528570
"2021A0011V5Y","V5Y",2530194
"2021A0011V5Z","V5Z",2531818
"2021A0011V6A","V6A",2533442
"2021A0011V6B","V6B",2535066
"2021A0011V6C","V6C",2536690
"2021A0011V6E","V6E",2538314
"2021A0011V6G","V6G",2539938
"2021A0011V6H","V6H",2541562
"2021A0011V6J","V6J",2543186
"2021A0011V6K","V6K",2544810
"2021A0011V6L","V6L",2546434
"2021A0011V6M","V6M",2548058
"2021A0011V6N","V6N",2549682
"2021A0011V6P","V6P",2551306
"2021A0011V6R","V6R",2552930
"2021A0011V6S","V6S",2554554
"2021A0011V6T","V6T",2556178
"2021A0011V6V","V6V",2557802
"2021A0011V6W","V6W",2559426
"2021A0011V6X","V6X",2561050
"2021A0011V6Y","V6Y",2562674
"2021A0011V6Z","V6Z",2564298
"2021A0011V7A","V7A",2565922
"2021A0011V7B","V7B",2567546
"2021A0011V7C","V7C",2569170
"2021A0011V7E","V7E",2570794
"2021A0011V7G","V7G",2572418
"2021A0011V7H","V7H",2574042
"2021A0011V7J","V7J",2575666
"2021A0011V7K","V7K",2577290
"2021A0011V7L","V7L",2578914
"2021A0011V7M","V7M",2580538
"2021A0011V7N","V7N",2582162
"2021A0011V7P","V7P",2583786
"2021A0011V7R","V7R",2585410
"2021A0011V7S","V7S",2587034
"2021A0011V7T","V7T",2588658
"2021A0011V7V","V7V",2590282
"2021A0011V7W","V7W",2591906
"2021A0011V7Z","V7Z",2593530
"2021A0011V8A","V8A",2595154
"2021A0011V8B","V8B",2596778
"2021A0011V8C","V8C",2598402
"2021A0011V8E","V8E",2600026
"2021A0011V8G","V8G",2601650
"2021A0011V8J","V8J",2603274
"2021A0011V8K","V8K",2604898
"2021A0011V8L","V8L",2606522
"2021A0011V8M","V8M",2608146
"2021A0011V8N","V8N",2609770
"2021A0011V8P","V8P",2611394
"2021A0011V8R","V8R",2613018
"2021A0011V8S","V8S",2614642
"2021A0011V8T","V8T",2616266
"2021A0011V8V","V8V",2617890
"2021A0011V8W","V8W",2619514
"2021A0011V8X","V8X",2621138
"2021A0011V8Y","V8Y",2622762
"2021A0011V8Z","V8Z",2624386
"2021A0011V9A","V9A",2626010
"2021A0011V9B","V9B",2627634
"2021A0011V9C","V9C",2629258
"2021A0011V9E","V9E",2630882
"2021A0011V9G","V9G",2632506
"2021A0011V9H","V9H",2634130
"2021A0011V9J","V9J",2635754
"2021A0011V9K","V9K",2637378
"2021A0011V9L","V9L",2639002
"2021A0011V9M","V9M",2640626
"2021A0011V9N","V9N",2642250
"2021A0011V9P","V9P",2643874
"2021A0011V9R","V9R",2645498
"2021A0011V9S","V9S",2647122
"2021A0011V9T","V9T",2648746
"2021A0011V9V","V9V",2650370
"2021A0011V9W","V9W",2651994
"2021A0011V9X","V9X",2653618
"2021A0011V9Y","V9Y",2655242
"2021A0011V9Z","V9Z",2656866
"2021A0011X0A","X0A",2658490
"2021A0011X0B","X0B",2660114
"2021A0011X0C","X0C",2661738
"2021A0011X0E","X0E",2663362
"2021A0011X0G","X0G",2664986
"2021A0011X1A","X1A",2666610
"2021A0011Y0A","Y0A",2668234
"2021A0011Y0B","Y0B",2669858
"2021A0011Y1A","Y1A",2671482
